iso3,transition,year,status,cell_area_sum_km2,cell_area_max_km2,natural_loss_sum_km2,natural_loss_max_km2,weight_sum,bfnee_sum_km2,bfnee_max_km2,expected_bfnee_sum_km2,ratio_bf_to_loss,suspicious_old_scale
NAM,2010_2015,2015,ok,845131.1675415039,81.727203369140625,10617.433373070164,81.43531799316406,1.762057892218615e-4,1.8708532263664042,0.014349374920129776,1.8708532270123592,1.762057891610224e-4,FALSE
NER,1995_2000,2000,ok,1206965.7259438634,83.67659759521484,16498.758909558204,83.102691650390625,1.7417255861619028e-4,2.873631053943098,0.01447420846670866,2.873631053269418,1.7417255865702244e-4,FALSE
NER,2000_2005,2005,ok,1206965.7259438634,83.67659759521484,16245.011483412809,83.08255767822266,1.4933273047250926e-4,2.425911917719105,0.01240694522857666,2.425911921375303,1.4933273024744337e-4,FALSE
NER,2005_2010,2010,ok,1206965.7259438634,83.67659759521484,20556.983146903465,83.11933135986328,2.158966344732003e-4,4.438183467065663,0.0179451834410429,4.438183476338756,2.1589663402210818e-4,FALSE
NER,2010_2015,2015,ok,1206965.7259438634,83.67659759521484,16096.52014605705,83.041656494140625,8.36794712614415e-5,1.346948293726443,0.006948881782591343,1.346948294971195,8.3679471184111e-5,FALSE
NGA,1995_2000,2000,ok,918439.9215894938,85.24089813232422,75456.67698403055,84.81256866455078,0.005406284529690321,407.9402656329363,0.45852088928222656,407.9402654406041,0.00540628453223923,FALSE
NGA,2000_2005,2005,ok,918439.9215894938,85.24089813232422,43955.168703614705,84.8417739868164,0.003241492263211039,142.48033937914042,0.2750139534473419,142.48033928090305,0.0032414922654459832,FALSE
NGA,2005_2010,2010,ok,918439.9215894938,85.24089813232422,32907.31572300685,84.81538391113281,0.0038192957582857115,125.68277157324734,0.32393503189086914,125.68277135744874,0.003819295764843481,FALSE
NGA,2010_2015,2015,ok,918439.9215894938,85.24089813232422,76157.07582159562,84.841766357421875,0.0011723235207797328,89.2807312397963,0.09946199506521225,89.28073125946203,0.0011723235205215068,FALSE
NIC,1995_2000,2000,ok,127556.21429777145,83.96869659423828,21151.374149988755,83.6263656616211,0.028610208559454616,605.145225709644,2.3925678730010986,605.1452257502353,0.02861020855753553,FALSE
NIC,2000_2005,2005,ok,127556.21429777145,83.96869659423828,6183.9408725694275,83.27306365966797,0.018489327684669085,114.33690895544645,1.5396629571914673,114.33690917555461,0.018489327649075574,FALSE
NIC,2005_2010,2010,ok,127556.21429777145,83.96869659423828,3669.3283696177723,82.18583679199219,0.022052608514445092,80.91826225767625,1.812412142753601,80.91826204612781,0.02205260857209827,FALSE
NIC,2010_2015,2015,ok,127556.21429777145,83.96869659423828,2268.0259212384344,82.92820739746094,0.01582245758491693,35.885743938151364,1.3121280670166016,35.88574394028727,0.015822457583975182,FALSE
NLD,1995_2000,2000,ok,41163.82644897699,81.54280090332031,3047.4442515919827,51.688968658447266,0.23720090408290465,722.8565310586742,12.260669708251953,722.856531619869,0.23720090389875204,FALSE
NLD,2000_2005,2005,ok,41163.82644897699,81.54280090332031,1738.2568612214473,52.95311737060547,0.20144099191174525,350.15618751607053,10.6669282913208,350.1561863218452,0.20144099259876988,FALSE
NLD,2005_2010,2010,ok,41163.82644897699,81.54280090332031,965.2823729165993,30.704269409179688,0.19291274777720818,186.2152751169039,5.923244953155518,186.21527494024494,0.19291274796022093,FALSE
NLD,2010_2015,2015,ok,41163.82644897699,81.54280090332031,1458.3096663208798,52.94242477416992,0.2126314153070245,310.0824492118313,11.257223129272461,310.08244830572335,0.2126314159283658,FALSE
NOR,1995_2000,2000,ok,349795.97120952606,45.24489974975586,22105.9283526223,41.818294525146484,0.008507962671231195,188.07641331024166,0.3557884991168976,188.07641323702182,0.00850796267454342,FALSE
NOR,2000_2005,2005,ok,349795.97120952606,45.24489974975586,4918.726356466936,43.552024841308594,0.00799516168222921,39.32601247592439,0.34820547699928284,39.32601249059533,0.007995161679246536,FALSE
NOR,2005_2010,2010,ok,349795.97120952606,45.24489974975586,7733.434340174886,42.23379898071289,0.006841420402673325,52.90767554166292,0.2889391779899597,52.907675477606986,0.0068414204109563115,FALSE
NOR,2010_2015,2015,ok,349795.97120952606,45.24489974975586,7774.195908286123,45.217750549316406,0.008650816027581878,67.25313857653923,0.3911704421043396,67.25313856496305,0.00865081602907093,FALSE
NPL,1995_2000,2000,ok,158539.13973999023,76.5823974609375,8034.7397134335415,74.3358154296875,0.005997321532900207,48.186917455827206,0.445815771818161,48.18691749462342,0.005997321528071649,FALSE
NPL,2000_2005,2005,ok,158539.13973999023,76.5823974609375,4075.1882098189053,75.66608428955078,0.0019414490793828148,7.9117703956052665,0.14690184593200684,7.911770398264615,0.0019414490787302442,FALSE
NPL,2005_2010,2010,ok,158539.13973999023,76.5823974609375,2991.0619085807803,75.86634826660156,4.883714889279214e-4,1.460749356460731,0.03705096244812012,1.460749357769186,4.883714884904664e-4,FALSE
NPL,2010_2015,2015,ok,158539.13973999023,76.5823974609375,2765.589521525646,73.92317962646484,3.484694382760943e-4,0.9637234229516055,0.025759968906641006,0.9637234270682943,3.48469436787555e-4,FALSE
OMN,1995_2000,2000,ok,328256.6640777588,81.87149810791016,637.1939040000602,32.44652557373047,3.955549998727962e-4,0.2520452342267151,0.01283438503742218,0.25204523461569034,3.9555499926234583e-4,FALSE
OMN,2000_2005,2005,ok,328256.6640777588,81.87149810791016,274.11197138943555,9.323298454284668,0.0045908960075063746,1.2584195536040192,0.042802292853593826,1.2584195550614612,0.004590896002189416,FALSE
OMN,2005_2010,2010,ok,328256.6640777588,81.87149810791016,193.8838225950866,10.06269645690918,0.001577066185956165,0.305767621014727,0.015869539231061935,0.30576762061863494,0.0015770661879991,FALSE
OMN,2010_2015,2015,ok,328256.6640777588,81.87149810791016,199.61769473972396,11.077120780944824,0.0022759978381960166,0.45432944264996494,0.025211503729224205,0.4543294416932841,0.002275997842988582,FALSE
PAK,1995_2000,2000,ok,899260.8381500244,78.21620178222656,31085.759823747576,77.28669738769531,0.0017634320184403088,54.81762414344994,0.1362898349761963,54.817624190741846,0.0017634320169189722,FALSE
PAK,2000_2005,2005,ok,899260.8381500244,78.21620178222656,40926.019525222044,73.841705322265625,0.0020092337780660092,82.22994092075068,0.14836524426937103,82.22994083186515,0.002009233780237868,FALSE
PAK,2005_2010,2010,ok,899260.8381500244,78.21620178222656,31590.95209476313,74.04956817626953,0.0017702069168917991,55.92252190935267,0.13108305633068085,55.92252190934717,0.0017702069168919732,FALSE
PAK,2010_2015,2015,ok,899260.8381500244,78.21620178222656,19063.492471493137,71.818084716796875,0.0014953674314292155,28.506925778875203,0.10739442706108093,28.50692577116688,0.0014953674318335655,FALSE
PAN,1995_2000,2000,ok,86595.10567188263,84.78919982910156,4103.518270919834,80.69873046875,0.02663151503964866,109.28290888267605,2.1491293907165527,109.28290854747463,0.02663151512133501,FALSE
PAN,2000_2005,2005,ok,86595.10567188263,84.78919982910156,2124.941396256577,83.70050048828125,0.008327068076426915,17.69453165293602,0.6969797611236572,17.694531665046178,0.008327068070727861,FALSE
PAN,2005_2010,2010,ok,86595.10567188263,84.78919982910156,1640.6302666831136,72.56187438964844,0.005458658810724316,8.95564085658389,0.3960905075073242,8.955640860370762,0.005458658808416135,FALSE
PAN,2010_2015,2015,ok,86595.10567188263,84.78919982910156,1413.6174925983883,81.76976013183594,0.011194702510429646,15.825027294154046,0.9153881669044495,15.825027293178438,0.011194702511119795,FALSE
PER,1995_2000,2000,ok,1312144.561177671,85.48040008544922,23833.009995808425,84.82209014892578,0.005716144343607397,136.23292529476913,0.4848553240299225,136.2329252786789,0.005716144344282522,FALSE
PER,2000_2005,2005,ok,1312144.561177671,85.48040008544922,14374.433825537348,84.38890838623047,0.009385597485341412,134.91265003061022,0.7920403480529785,134.91264996616985,0.009385597489824395,FALSE
PER,2005_2010,2010,ok,1312144.561177671,85.48040008544922,12876.14147501891,84.78924560546875,0.007226851572077957,93.05396330131563,0.6127592921257019,93.0539632610386,0.007226851575205993,FALSE
PER,2010_2015,2015,ok,1312144.561177671,85.48040008544922,10661.587929504834,84.8135986328125,0.007138315254763235,76.10577587154549,0.6054261922836304,76.10577575718393,0.007138315265489738,FALSE
PHL,1995_2000,2000,ok,359121.80098718405,85.13880157470703,11000.71593948707,84.40979766845703,0.013167773667262846,144.85493774594954,1.1114890575408936,144.85493766901652,0.013167773674256303,FALSE
PHL,2000_2005,2005,ok,359121.80098718405,85.13880157470703,6352.024329337982,81.21601104736328,0.01345645306349295,85.47571708943457,1.0928794145584106,85.47571724590183,0.013456453038860288,FALSE
PHL,2005_2010,2010,ok,359121.80098718405,85.13880157470703,10510.014342559187,84.657806396484375,0.006420797233738561,67.48267105193226,0.5435706377029419,67.48267101725664,0.006420797237037855,FALSE
